Sku,Delivery_time,Product_id,category,level,url,brand,img,Variant,source_url,desc1,um,source,href,region_name,title,price1,Saller,price,desc
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-angle-cock-cm-108c/,,,1,,,,,,,Cera Angle Cock CM 108C,460.00,,331.20,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-angle-cock-cm-108/,,,1,,,,,,,Cera Angle Cock CM 108,460.00,,331.20,
,,," Bathroom Fittings Bathroom Accessories Shelves, Hooks and Grab Bars'",4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/shelves-hooks-and-grab-bars-bathroom-accessories/cera-coat-hook-6-ormond-ca-313/,,,1,,,,,,,Cera Coat Hook 6 ORMOND CA 313,665.00,,478.80,
,,, Bathroom Fittings Bathroom Accessories Concealed',4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/concealed/cera-concealed-part-for-15mm-concealed-stop-cock-csc-151/,,,1,,,,,,,Cera Concealed Part For 15mm Concealed Stop Cock CSC 151,920.00,,662.40,
,,, Bathroom Fittings Bathroom Accessories Concealed',4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/concealed/cera-concealed-part-for-20mm-concealed-stop-cock-csc-201/,,,1,,,,,,,Cera Concealed Part For 20mm Concealed Stop Cock CSC 201,970.00,,698.40,
,,, Bathroom Fittings Bathroom Accessories Concealed',4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/concealed/cera-concealed-part-for-20mm-concealed-stop-cock-csc-202/,,,1,,,,,,,Cera Concealed Part For 20mm Concealed Stop Cock CSC 202,970.00,,698.40,
,,," Bathroom Fittings Bathroom Accessories Shelves, Hooks and Grab Bars'",4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/shelves-hooks-and-grab-bars-bathroom-accessories/cera-coat-hook-4-ormond-ca-312/,,,1,,,,,,,Cera Coat Hook 4 ORMOND CA 312,540.00,,388.80,
,,, Bathroom Fittings Bathroom Accessories Concealed',4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/concealed/cera-concealed-part-for-15mm-concealed-stop-cock-csc-153/,,,1,,,,,,,Cera Concealed Part For 15mm Concealed Stop Cock CSC 153,920.00,,662.40,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-bib-cock-twister-cg-703/,,,1,,,,,,,Cera Bib Cock – Twister CG 703,900.00,,648.00,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-cg-107/,,,1,,,,,,,Cera CG 107,450.00,,324.00,
,,, Bathroom Fittings Toilet Water Closets',4,http://buildkar.com/shop/bathroom-fittings/toilet/water-closets/cera-9022-trap-p/,,,1,,,,,,,Cera 9022 Trap P,355.00,,255.60,
,,, Bathroom Fittings Toilet Water Closets',4,http://buildkar.com/shop/bathroom-fittings/toilet/water-closets/cera-9002-trap-p/,,,1,,,,,,,Cera 9002 Trap P,355.00,,255.60,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-eco-flow-hand-shower-ce-101/,,,1,,,,,,,Cera Eco Flow Hand Shower CE 101,580.00,,417.60,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-eco-flow-overhead-shower-ce-201/,,,1,,,,,,,Cera Eco Flow Overhead Shower CE 201,700.00,,504.00,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-quarter-turn-angle-cock-floral-cp-108/,,,1,,,,,,,Cera Half Turn Angle Cock FLORAL CP 108,750.00,,540.00,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-half-turn-angle-cock-ocean-cc-108/,,,1,,,,,,,Cera Half Turn Angle Cock OCEAN CC 108,860.00,,619.20,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-half-turn-angle-cock-ocean-cc-108a/,,,1,,,,,,,Cera Half Turn Angle Cock OCEAN CC 108A,520.00,,374.40,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-quarter-turn-bib-cock-floral-cp-103/,,,1,,,,,,,Cera Half Turn Bib Cock FLORAL CP 103,785.00,,565.20,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-half-turn-cc-151e/,,,1,,,,,,,Cera Half Turn CC 151E,485.00,,349.20,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-half-turn-bib-cock-ocean-cc-103/,,,1,,,,,,,Cera Half Turn Bib Cock OCEAN CC 103,905.00,,651.60,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-half-turn-concealed-stop-cock-floral-cp-127/,,,1,,,,,,,Cera Half Turn Concealed Stop Cock FLORAL CP 127,905.00,,651.60,
,,, Bathroom Fittings Taps and Faucets Basin Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/basin-faucets-and-taps/cera-quarter-turn-pillar-cock-floral-cp-101/,,,1,,,,,,,Cera Half Turn Pillar Cock FLORAL CP 101,785.00,,565.20,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-half-turn-concealed-stop-cock-ocean-cc-127e/,,,1,,,,,,,Cera Half Turn Concealed Stop Cock OCEAN CC 127E,550.00,,396.00,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-faucet-cleaner-200-ml-cerena-cfclg200/,,,1,,,,,,,Cera Faucet cleaner 200 ml CERENA CFCLG200,250.00,,180.00,
,,, Bathroom Fittings Taps and Faucets Basin Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/basin-faucets-and-taps/cera-half-turn-pillar-cock-ocean-cc-101/,,,1,,,,,,,Cera Half Turn Pillar Cock OCEAN CC 101,905.00,,651.60,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-hand-shower-square-with-3-flow-and-long-arm-ch-402/,,,1,,,,,,,Cera Hand Shower Square With 3 Flow And Long Arm CH 402,810.00,,583.20,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-telephonic-hand-shower-with-3-flow-and-long-arm-cg-430cg-432/,,,1,,,,,,,Cera Hand Shower With 3 Flow And Long Arm CG 430/CG 432,905.00,,651.60,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-telephonic-hand-shower-with-125mm-5-long-arm-cg-302/,,,1,,,,,,,Cera Hand Shower With Long Arm CG 302,420.00,,302.40,
,,, Bathroom Fittings Taps and Faucets Health Faucets',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/health-faucets/cera-health-faucet-abs-body-cg-105b/,,,1,,,,,,,Cera Health Faucet ABS Body CG 105B,855.00,,615.60,
,,, Bathroom Fittings Taps and Faucets Health Faucets',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/health-faucets/cera-health-faucet-abs-body-cg-205/,,,1,,,,,,,Cera Health Faucet ABS Body CG 205,650.00,,468.00,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-telephonic-hand-shower-with-long-arm-cg-425-cg-434/,,,1,,,,,,,Cera Hand Shower With Long Arm CG 425 / CG 434,730.00,,525.60,
,,, Bathroom Fittings Taps and Faucets Health Faucets',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/health-faucets/cera-health-faucet-abs-body-cg-105/,,,1,,,,,,,Cera Health Faucet ABS Body CG 105,605.00,,435.60,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-flush-cock-cq-151e/,,,1,,,,,,,Cera Flush Cock CQ 151E,375.00,,270.00,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-flush-cock-cq-452e/,,,1,,,,,,,Cera Flush Cock CQ 452E,480.00,,345.60,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-flush-cock-cq-351e/,,,1,,,,,,,Cera Flush Cock CQ 351E,325.00,,234.00,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-flush-cock-cm-101e/,,,1,,,,,,,Cera Flush Cock CM 101E,520.00,,374.40,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-flush-cock-cs-351e/,,,1,,,,,,,Cera Flush Cock CS 351E,395.00,,284.40,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-flush-cock-cs-851e/,,,1,,,,,,,Cera Flush Cock CS 851E,350.00,,252.00,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-rain-shower-square-abs-cg-409b/,,,1,,,,,,,Cera Overhead Rain Shower Square ABS CG 409B,530.00,,381.60,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-rain-shower-square-abs-cg-413/,,,1,,,,,,,Cera Overhead Rain Shower Square ABS CG 413,560.00,,403.20,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-rain-shower-square-abs-cg-415/,,,1,,,,,,,Cera Overhead Rain Shower Square ABS CG 415,855.00,,615.60,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-rain-shower-square-abs-cg-417/,,,1,,,,,,,Cera Overhead Rain Shower Square ABS CG 417,795.00,,572.40,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-overhead-shower-arm-with-wall-flange-ch-102/,,,1,,,,,,,Cera Overhead Shower Arm With Wall Flange CH 102,195.00,,140.40,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-overhead-shower-arm-with-wall-flange-ch-106/,,,1,,,,,,,Cera Overhead Shower Arm With Wall Flange CH 106,360.00,,259.20,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-overhead-shower-arm-with-wall-flange-ch-108/,,,1,,,,,,,Cera Overhead Shower Arm With Wall Flange CH 108,500.00,,360.00,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-overhead-shower-arm-with-wall-flange-ch-103/,,,1,,,,,,,Cera Overhead Shower Arm With Wall Flange CH 103,290.00,,208.80,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-shower-with-3-flow-cg-405/,,,1,,,,,,,Cera Overhead Shower With 3 Flow CG 405,545.00,,392.40,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-overhead-shower-arm-with-wall-flange-ch-109/,,,1,,,,,,,Cera Overhead Shower Arm With Wall Flange CH 109,630.00,,453.60,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-shower-with-3-flow-cg-407/,,,1,,,,,,,Cera Overhead Shower With 3 Flow CG 407,690.00,,496.80,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-shower-with-3-flow-cg-416b/,,,1,,,,,,,Cera Overhead Shower With 3 Flow CG 416B,710.00,,511.20,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-shower-with-3-flow-cg-416a/,,,1,,,,,,,Cera Overhead Shower With 3 Flow CG 416A,550.00,,396.00,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-shower-with-3-flow-cg-406/,,,1,,,,,,,Cera Overhead Shower With 3 Flow CG 406,545.00,,392.40,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-rain-shower-abs-cg-408b/,,,1,,,,,,,Cera Overhead Rain Shower ABS CG 408B,650.00,,468.00,
,,, Bathroom Fittings Bathroom Accessories Paper Holders',4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/paper-holders/cera-paper-holder-vermont-ca-409/,,,1,,,,,,,Cera Paper Holder VERMONT CA 409,720.00,,518.40,
,,, Bathroom Fittings Bathroom Accessories Paper Holders',4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/paper-holders/cera-paper-holder-oakley-ca-609/,,,1,,,,,,,Cera Paper Holder OAKLEY CA 609,660.00,,475.20,
,,, Bathroom Fittings Showers and Bathtubs Overhead Showers',4,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/overhead-showers/cera-overhead-shower-with-single-flow-and-shower-arm-cg-301/,,,1,,,,,,,Cera Overhead Shower With Single Flow And Shower Arm CG 301,830.00,,597.60,
,,, Bathroom Fittings Bathroom Accessories Paper Holders',4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/paper-holders/cera-paper-holder-montana-ca-209/,,,1,,,,,,,Cera Paper Holder MONTANA CA 209,715.00,,514.80,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-quarter-turn-angle-cock-crayon-cq-808/,,,1,,,,,,,Cera Quarter Turn Angle Cock CRAYON CQ 808,950.00,,684.00,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-quarter-turn-angle-cock-ocean-cq-608/,,,1,,,,,,,Cera Quarter Turn Angle Cock OCEAN CQ 608,905.00,,651.60,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-quarter-turn-angle-cock-garnet-cl-208/,,,1,,,,,,,Cera Quarter Turn Angle Cock GARNET CL 208,690.00,,496.80,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-quarter-turn-bib-cock-crayon-cq-803/,,,1,,,,,,,Cera Quarter Turn Bib Cock CRAYON CQ 803,990.00,,712.80,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-quarter-turn-angle-cock-lotus-cl-108/,,,1,,,,,,,Cera Quarter Turn Angle Cock LOTUS CL 108,815.00,,586.80,
,,, Bathroom Fittings Taps and Faucets Mixers and Cocks',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/mixers-and-cocks/cera-quarter-turn-angle-cock-ocean-cq-608a/,,,1,,,,,,,Cera Quarter Turn Angle Cock OCEAN CQ 608A,540.00,,388.80,
,,, Bathroom Fittings Taps and Faucets Basin Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/basin-faucets-and-taps/cera-quarter-turn-pillar-cock-high-neck-garnet-cl-209/,,,1,,,,,,,Cera Quarter Turn Pillar Cock High Neck GARNET CL 209,935.00,,673.20,
,,, Bathroom Fittings Taps and Faucets Basin Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/basin-faucets-and-taps/cera-quarter-turn-pillar-cock-ocean-cq-601/,,,1,,,,,,,Cera Quarter Turn Pillar Cock OCEAN CQ 601,940.00,,676.80,
,,, Bathroom Fittings Taps and Faucets Basin Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/basin-faucets-and-taps/cera-quarter-turn-pillar-cock-lotus-cl-101/,,,1,,,,,,,Cera Quarter Turn Pillar Cock LOTUS CL 101,845.00,,608.40,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-quarter-turn-bib-cock-dew-cq-353/,,,1,,,,,,,Cera Quarter Turn Bib Cock DEW CQ 353,990.00,,712.80,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-quarter-turn-bib-cock-garnet-cl-203/,,,1,,,,,,,Cera Quarter Turn Bib Cock GARNET CL 203,715.00,,514.80,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-quarter-turn-bib-cock-long-nose-garnet-cl-204/,,,1,,,,,,,Cera Quarter Turn Bib Cock Long Nose GARNET CL 204,930.00,,669.60,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-quarter-turn-bib-cock-ocean-cq-603/,,,1,,,,,,,Cera Quarter Turn Bib Cock OCEAN CQ 603,940.00,,676.80,
,,, Bathroom Fittings Taps and Faucets Wall Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/wall-faucets-and-taps/cera-quarter-turn-bib-cock-lotus-cl-103/,,,1,,,,,,,Cera Quarter Turn Bib Cock LOTUS CL 103,845.00,,608.40,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-15-mm-garnet-cl-227/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock 15 mm GARNET CL 227,820.00,,590.40,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-crayon-cq-827e/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock CRAYON CQ 827E,550.00,,396.00,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-20-mm-garnet-cl-228/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock 20 mm GARNET CL 228,935.00,,673.20,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-delta-cq-127e/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock DELTA CQ 127E,715.00,,514.80,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-dew-cq-327e/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock DEW CQ 327E,675.00,,486.00,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-diana-cq-927e/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock DIANA CQ 927E,650.00,,468.00,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-ocean-cq-627e/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock OCEAN CQ 627E,550.00,,396.00,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-mist-cq-427e/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock MIST CQ 427E,560.00,,403.20,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-quarter-turn-concealed-stop-cock-topaz-cq-727e/,,,1,,,,,,,Cera Quarter Turn Concealed Stop Cock TOPAZ CQ 727E,690.00,,496.80,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-flush-cock-cq-651e/,,,1,,,,,,,Cera Quarter Turn Flush Cock CQ 651E,485.00,,349.20,
,,, Bathroom Fittings Taps and Faucets Basin Faucets and Taps',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/basin-faucets-and-taps/cera-quarter-turn-pillar-cock-garnet-cl-201/,,,1,,,,,,,Cera Quarter Turn Pillar Cock GARNET CL 201,715.00,,514.80,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-rag-bolt-2435/,,,1,,,,,,,Cera Rag Bolt 2435,395.00,,284.40,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-rag-bolt-2408/,,,1,,,,,,,Cera Rag Bolt 2408,310.00,,223.20,
,,," Bathroom Fittings Bathroom Accessories Shelves, Hooks and Grab Bars'",4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/shelves-hooks-and-grab-bars-bathroom-accessories/cera-robe-hook-oakley-ca-608/,,,1,,,,,,,Cera Robe Hook OAKLEY CA 608,355.00,,255.60,
,,, Bathroom Fittings Toilet Toilet Accessories',4,http://buildkar.com/shop/bathroom-fittings/toilet/toilet-accessories/cera-rag-bolt-2435a/,,,1,,,,,,,Cera Rag Bolt 2435A,830.00,,597.60,
,,," Bathroom Fittings Bathroom Accessories Shelves, Hooks and Grab Bars'",4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/shelves-hooks-and-grab-bars-bathroom-accessories/cera-robe-hook-montana-ca-208/,,,1,,,,,,,Cera Robe Hook MONTANA CA 208,475.00,,342.00,
,,," Bathroom Fittings Bathroom Accessories Shelves, Hooks and Grab Bars'",4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/shelves-hooks-and-grab-bars-bathroom-accessories/cera-robe-hook-ca-105/,,,1,,,,,,,Cera Robe Hook CA 105,685.00,,493.20,
,,," Bathroom Fittings Bathroom Accessories Shelves, Hooks and Grab Bars'",4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/shelves-hooks-and-grab-bars-bathroom-accessories/cera-robe-hook-vermont-ca-408/,,,1,,,,,,,Cera Robe Hook VERMONT CA 408,580.00,,417.60,
,,," Bathroom Fittings Bathroom Accessories Shelves, Hooks and Grab Bars'",4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/shelves-hooks-and-grab-bars-bathroom-accessories/cera-robe-hook-ormond-ca-308/,,,1,,,,,,,Cera Robe Hook ORMOND CA 308,300.00,,216.00,
,,, Bathroom Fittings Taps and Faucets Spouts',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/spouts/cera-single-lever-bath-tub-spout-chesley-cs-824/,,,1,,,,,,,Cera Single Lever Bath Tub Spout CHESLEY CS 824,980.00,,705.60,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-single-lever-concealed-stop-cock-chesley-cs-827e/,,,1,,,,,,,Cera Single Lever Concealed Stop Cock CHESLEY CS 827E,625.00,,450.00,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-single-lever-concealed-stop-cock-opal-cs-627e/,,,1,,,,,,,Cera Single Lever Concealed Stop Cock OPAL CS 627E,750.00,,540.00,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-single-lever-concealed-stop-cock-carbon-cs-227e/,,,1,,,,,,,Cera Single Lever Concealed Stop Cock CARBON CS 227E,665.00,,478.80,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-single-lever-concealed-stop-cock-signet-cs-1127e/,,,1,,,,,,,Cera Single Lever Concealed Stop Cock SIGNET CS 1127E,965.00,,694.80,
,,, Bathroom Fittings Taps and Faucets Taps and Faucets Accessories',4,http://buildkar.com/shop/bathroom-fittings/taps-and-faucets/taps-and-faucets-accessories/cera-single-lever-concealed-stop-cock-quartet-cs-427e/,,,1,,,,,,,Cera Single Lever Concealed Stop Cock QUARTET CS 427E,725.00,,522.00,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-single-lever-concealed-stop-cock-ruby-cs-527e/,,,1,,,,,,,Cera Single Lever Concealed Stop Cock RUBY CS 527E,780.00,,561.60,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-single-lever-concealed-stop-cock-cs-1427e/,,,1,,,,,,,Cera Single Lever Concealed Stop Cock GAYLE CS 1427E,665.00,,478.80,
,,, Bathroom Fittings Showers and Bathtubs',3,http://buildkar.com/shop/bathroom-fittings/showers-and-bathtubs/cera-single-lever-concealed-stop-cock-tiara-cs-1027e/,,,1,,,,,,,Cera Single Lever Concealed Stop Cock TIARA CS 1027E,840.00,,604.80,
,,, Bathroom Fittings Bathroom Accessories Soap Dispensers and Holders',4,http://buildkar.com/shop/bathroom-fittings/bathroom-accessories/soap-dispensers-and-holders/cera-soap-dish-montana-ca-206/,,,1,,,,,,,Cera Soap Dish MONTANA CA 206,630.00,,453.60,
