Sku,Delivery_time,Product_id,category,level,url,brand,img,Variant,source_url,desc1,um,source,href,region_name,title,price1,Saller,price,desc
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-ganesha-shloka-edge-glow-divine-door-bell-gm-4045/,,,1,,,,,,,GM G-Magic Series – Ganesha Shloka Edge Glow Divine Door Bell GM 4045,280.00,,224.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-gayatri-shloka-edge-glow-divine-door-bell-gm-4050/,,,1,,,,,,,GM G-Magic Series – Gayatri Shloka Edge Glow Divine Door Bell GM 4050,280.00,,224.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-gayatri-mantra-divine-glow-door-bell-gm-4067/,,,1,,,,,,,GM G-Magic Series – Gayatri Mantra Divine Glow Door Bell GM 4067,295.00,,236.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-geo-3-pin-flex-box-5-mtr-gm-3093/,,,1,,,,,,,GM G-Magic Series – GEO 3 Pin Flex Box 5 Mtr. GM 3093,295.00,,236.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-geo-2-pin-flex-box-8-2-mtr-gm-3066/,,,1,,,,,,,GM G-Magic Series – GEO 2 Pin Flex Box 8.2 Mtr. GM 3066,295.00,,236.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-gurbani-shloka-edge-glow-divine-door-bell-gm-4049/,,,1,,,,,,,GM G-Magic Series – Gurbani Shloka Edge Glow Divine Door Bell GM 4049,280.00,,224.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-geo-2-pin-flex-box-4-2-mtr-gm-3072/,,,1,,,,,,,GM G-Magic Series – GEO 2 Pin Flex Box 4.2 Mtr. GM 3072,205.00,,164.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-guardian-pro-electronic-mosquito-repeller-gm-3069/,,,1,,,,,,,GM G-Magic Series – Guardian Pro Electronic Mosquito Repeller GM 3069,165.00,,132.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-gurur-brahma-mantra-divine-glow-door-bell-gm-4064/,,,1,,,,,,,GM G-Magic Series – Gurur Brahma Mantra Divine Glow Door Bell GM 4064,295.00,,236.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-hummer-electronic-mosquito-repeller-gm-3200/,,,1,,,,,,,GM G-Magic Series – Hummer Electronic Mosquito Repeller GM 3200,140.00,,112.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-harmony-1-divine-mantra-door-bell-gm-4041/,,,1,,,,,,,GM G-Magic Series – Harmony 1 Divine Mantra Door Bell GM 4041,355.00,,284.00,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/gm-g-magic-series-indicator-gm-1004/,,,1,,,,,,,GM G-Magic Series – Indicator GM 1004,30.00,,24.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-wiz-multitune-musical-door-bell-gm-4076/,,,1,,,,,,,GM G-Magic Series – I-Wiz Multitune Musical Door Bell GM 4076,340.00,,272.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-ice-blue-multitune-musical-door-bell-gm-4038/,,,1,,,,,,,GM G-Magic Series – Ice Blue Multitune Musical Door Bell GM 4038,380.00,,304.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-jewel-16a-3-pin-flex-box-with-handle-4-mtr-gm-3208/,,,1,,,,,,,GM G-Magic Series – Jewel 16A 3 Pin Flex Box with Handle 4 Mtr. GM 3208,790.00,,632.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-jewel-2-pin-flex-box-with-handle-5-mtr-gm-3043/,,,1,,,,,,,GM G-Magic Series – Jewel 2 Pin Flex Box with Handle 5 Mtr. GM 3043,270.00,,216.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-jewel-3-pin-flex-box-with-handle-4-mtr-gm-3046/,,,1,,,,,,,GM G-Magic Series – Jewel 3 Pin Flex Box with Handle 4 Mtr. GM 3046,325.00,,260.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-dot-multitune-musical-door-bell-gm-4074/,,,1,,,,,,,GM G-Magic Series – I Dot Multitune Musical Door Bell GM 4074,280.00,,224.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-magic-musical-chime-door-bell-gm-4032/,,,1,,,,,,,GM G-Magic Series – I Magic Musical Chime Door Bell GM 4032,290.00,,232.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-harmony-2-divine-mantra-door-bell-gm-4042/,,,1,,,,,,,GM G-Magic Series – Harmony 2 Divine Mantra Door Bell GM 4042,355.00,,284.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-kit-kat-fuse-gm-1037/,,,1,,,,,,,GM G-Magic Series – Kit Kat Fuse GM 1039,57.00,,45.60,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-gurur-brahma-shloka-edge-glow-divine-door-bell-gm-4047/,,,1,,,,,,,GM G-Magic Series – Gurur Brahma Shloka Edge Glow Divine Door Bell GM 4047,280.00,,224.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-laxmi-mantra-divine-glow-door-bell-gm-4071/,,,1,,,,,,,GM G-Magic Series – Laxmi Mantra Divine Glow Door Bell GM 4071,295.00,,236.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-medium-tv-antenna-socket-gm-1024/,,,1,,,,,,,GM G-Magic Series – Medium TV Antenna Socket GM 1024,51.00,,40.80,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-klick-battery-operated-night-lamp-gm-3077/,,,1,,,,,,,GM G-Magic Series – Klick Battery Operated Night Lamp GM 3077,176.00,,140.80,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-mini-tv-antenna-socket-gm-1023/,,,1,,,,,,,GM G-Magic Series – Mini TV Antenna Socket GM 1023,48.00,,38.40,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-navkar-mantra-divine-glow-door-bell-gm-4068/,,,1,,,,,,,GM G-Magic Series – Navkar Mantra Divine Glow Door Bell GM 4068,295.00,,236.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-night-lamp-gm-1041/,,,1,,,,,,,GM G-Magic Series – Night Lamp GM 1041,105.00,,84.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-mini-3-pin-travel-universal-adaptor-gm-3005/,,,1,,,,,,,GM G-Magic Series – Mini 3 Pin Travel Universal Adaptor GM 3005,63.00,,50.40,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-plug-g-chant-continuous-mantra-gm-4082/,,,1,,,,,,,GM G-Magic Series – Plug In G-Chant Continuous Mantra GM 4082,285.00,,228.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-power-mate-41-power-strip-gm-3068/,,,1,,,,,,,GM G-Magic Series – Power Mate 4+1 Power Strip GM 3068,355.00,,284.00,
,,, Electrical Fan regulators and Dimmers',3,http://buildkar.com/shop/electrical/fan-regulators-and-dimmers/gm-g-magic-series-mini-electronic-dimmer-gm-1026/,,,1,,,,,,,GM G-Magic Series – Mini Electronic Dimmer GM 1026,170.00,,136.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-prime-ding-dong-door-bell-gm-4007/,,,1,,,,,,,GM G-Magic Series – Prime Ding Dong Door Bell GM 4007,118.00,,94.40,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-quadro-44-spike-guard-gm-3204/,,,1,,,,,,,GM G-Magic Series – Quadro 4+4 Spike Guard GM 3204,839.00,,671.20,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-orbit-2-pin-flex-box-5-mtr-gm-3071/,,,1,,,,,,,GM G-Magic Series – ORBIT 2 Pin Flex Box 5 Mtr. GM 3071,215.00,,172.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-quadro-41-spike-guard-gm-3203/,,,1,,,,,,,GM G-Magic Series – Quadro 4+1 Spike Guard GM 3203,629.00,,503.20,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-radius-ding-dong-door-bell-gm-4004/,,,1,,,,,,,GM G-Magic Series – Radius Ding Dong Door Bell GM 4004,114.00,,91.20,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-parallel-wire-link-5-mtr-gm-6002/,,,1,,,,,,,GM G-Magic Series – Parallel Wire Link 5 Mtr. GM 6002,109.00,,87.20,
,,, Electrical Fan regulators and Dimmers',3,http://buildkar.com/shop/electrical/fan-regulators-and-dimmers/gm-g-magic-series-medium-electronic-dimmer-gm-1027/,,,1,,,,,,,GM G-Magic Series – Medium Electronic Dimmer GM 1027,185.00,,148.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-phototrix-ding-dong-door-bell-gm-4006/,,,1,,,,,,,GM G-Magic Series – Phototrix Ding Dong Door Bell GM 4006,118.00,,94.40,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-shani-mantra-divine-glow-door-bell-gm-4069/,,,1,,,,,,,GM G-Magic Series – Shani Mantra Divine Glow Door Bell GM 4069,295.00,,236.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-sai-chant-divine-glow-door-bell-gm-4070/,,,1,,,,,,,GM G-Magic Series – Sai Chant Divine Glow Door Bell GM 4070,295.00,,236.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-hummer-electronic-mosquito-repeller-gm-3200-copy/,,,1,,,,,,,GM G-Magic Series – Repel Lite Mosquito Repeller and Night Lamp GM 3092,190.00,,152.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-shivji-shloka-edge-glow-divine-door-bell-gm-4046/,,,1,,,,,,,GM G-Magic Series – Shivji Shloka Edge Glow Divine Door Bell GM 4046,280.00,,224.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-sparkle-electronic-duo-tune-musical-door-bell-gm-4031/,,,1,,,,,,,GM G-Magic Series – Sparkle Electronic Duo Tune Musical Door Bell GM 4031,280.00,,224.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-rj-45-computer-jack-gm-1036/,,,1,,,,,,,GM G-Magic Series – RJ 45 Computer Jack GM 1036,390.00,,312.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-spectra-ding-dong-door-bell-gm-4002/,,,1,,,,,,,GM G-Magic Series – Spectra Ding Dong Door Bell GM 4002,135.00,,108.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-spike-shield-41-spike-guard-gm-3202/,,,1,,,,,,,GM G-Magic Series – Spike Shield 4+1 Spike Guard GM 3202,504.00,,403.20,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-shiva-chant-divine-glow-door-bell-gm-4066/,,,1,,,,,,,GM G-Magic Series – Shiva Chant Divine Glow Door Bell GM 4066,295.00,,236.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-square-2-pin-flex-box-with-handle-5-mtr-gm-3040/,,,1,,,,,,,GM G-Magic Series – Square 2 Pin Flex Box with Handle 5 Mtr. GM 3040,225.00,,180.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-rock-n-roll-dual-tune-musical-door-bell-gm-4033/,,,1,,,,,,,GM G-Magic Series – Rock ‘N’ Roll Dual Tune Musical Door Bell GM 4033,240.00,,192.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-strio-ding-dong-door-bell-gm-4008/,,,1,,,,,,,GM G-Magic Series – Strio Ding Dong Door Bell GM 4008,149.00,,119.20,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-theme-wireless-digital-door-bell-gm-4062/,,,1,,,,,,,GM G-Magic Series – Theme Wireless Digital Door Bell GM 4062,740.00,,592.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-tirupati-shloka-edge-glow-divine-door-bell-gm-4048/,,,1,,,,,,,GM G-Magic Series – Tirupati Shloka Edge Glow Divine Door Bell GM 4048,280.00,,224.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-spike-shield-221-power-strip-gm-3201/,,,1,,,,,,,GM G-Magic Series – Spike Shield 2+2+1 Power Strip GM 3201,387.00,,309.60,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/gm-g-magic-series-square-3-pin-flex-box-with-handle-4-mtr-gm-3045/,,,1,,,,,,,GM G-Magic Series – Square 3 Pin Flex Box with Handle 4 Mtr. GM 3045,315.00,,252.00,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-25a-sp-c-series-mcb-20435/,,,1,,,,,,,Greatwhite Fiana 25A SP ‘C’ Series MCB 20435,315.00,,220.50,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-20a-spms-over-load-protection-20227/,,,1,,,,,,,Greatwhite Fiana 20A SPMS Over Load Protection 20227,450.00,,315.00,
,,, Electrical Support Module',3,http://buildkar.com/shop/electrical/support-module/gm-g-magic-series-tango-musical-multitune-door-bell-gm-4035/,,,1,,,,,,,GM G-Magic Series – Tango Musical Multitune Door Bell GM 4035,275.00,,220.00,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-2m-solo-plate-switch-20502-wh/,,,1,,,,,,,GreatWhite Fiana 2M Solo Plate Switch 20502-WH,50.00,,35.00,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-25a-spms-over-load-protection-20228/,,,1,,,,,,,Greatwhite Fiana 25A SPMS Over Load Protection 20228,450.00,,315.00,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-32a-d-p-power-switch-with-led-20225/,,,1,,,,,,,GreatWhite Fiana 32A D.P. Power Switch With LED 20225,225.00,,157.50,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-20a-spn-c-series-mcb-20444/,,,1,,,,,,,Greatwhite Fiana 20A SPN ‘C’ Series MCB 20444,675.00,,472.50,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-32a-dp-key-tag-switch-hotel-and-hospitality-20301/,,,1,,,,,,,Greatwhite Fiana 32A DP Key Tag Switch Hotel And Hospitality 20301,575.00,,402.50,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-32a-sp-c-series-mcb-20436/,,,1,,,,,,,Greatwhite Fiana 32A SP ‘C’ Series MCB 20436,315.00,,220.50,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-32a-spn-c-series-mcb-20446/,,,1,,,,,,,Greatwhite Fiana 32A SPN ‘C’ Series MCB 20446,675.00,,472.50,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-3m-pvc-conceal-junction-box-20903/,,,1,,,,,,,GreatWhite Fiana 3M PVC Conceal Junction Box 20903,59.00,,41.30,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-25a-spn-c-series-mcb-20445/,,,1,,,,,,,Greatwhite Fiana 25A SPN ‘C’ Series MCB 20445,675.00,,472.50,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-3m-solo-plate-switch-20503-wh/,,,1,,,,,,,GreatWhite Fiana 3M Solo Plate Switch 20503-WH,59.00,,41.30,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-1020a-twin-power-socket-20242/,,,1,,,,,,,GreatWhite Fiana 10&20A Twin Power Socket 20242,198.00,,138.60,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-10a-multi-socket-20234/,,,1,,,,,,,GreatWhite Fiana 10A Multi Socket 20234,120.00,,84.00,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-10a-sp-c-series-mcb-20432/,,,1,,,,,,,Greatwhite Fiana 10A SP ‘C’ Series MCB 20432,315.00,,220.50,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-10a-spn-c-series-mcb-20442/,,,1,,,,,,,Greatwhite Fiana 10A SPN ‘C’ Series MCB 20442,675.00,,472.50,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-10a-uni-socket-20233/,,,1,,,,,,,GreatWhite Fiana 10A Uni. Socket 20233,111.00,,77.70,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-12m-pvc-conceal-junction-box-20912/,,,1,,,,,,,GreatWhite Fiana 12M PVC Conceal Junction Box 20912,150.00,,105.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-61013a-combi-power-socket-20243/,,,1,,,,,,,"GreatWhite Fiana  6,10,13A Combi Power Socket 20243",198.00,,138.60,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-12m-solo-plate-switch-20512-wh/,,,1,,,,,,,GreatWhite Fiana 12M Solo Plate Switch 20512-WH,169.00,,118.30,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-16a-sp-c-series-mcb-20433/,,,1,,,,,,,Greatwhite Fiana 16A SP ‘C’ Series MCB 20433,315.00,,220.50,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-16a-spms-over-load-protection-20226/,,,1,,,,,,,Greatwhite Fiana 16A SPMS Over Load Protection 20226,450.00,,315.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-16a-3-pin-power-socket-with-isi-20241/,,,1,,,,,,,"GreatWhite Fiana 16A, 3 Pin Power Socket With ISI 20241",174.00,,121.80,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-16m-pvc-conceal-junction-box-20916/,,,1,,,,,,,GreatWhite Fiana 16M PVC Conceal Junction Box 20916,158.00,,110.60,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-16m-solo-plate-switch-20516-wh/,,,1,,,,,,,GreatWhite Fiana 16M Solo Plate Switch 20516-WH,189.00,,132.30,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-16a-spn-c-series-mcb-20443/,,,1,,,,,,,Greatwhite Fiana 16A SPN ‘C’ Series MCB 20443,675.00,,472.50,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-18m-pvc-conceal-junction-box-20918/,,,1,,,,,,,GreatWhite Fiana 18M PVC Conceal Junction Box 20918,168.00,,117.60,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-18m-solo-plate-switch-20518-wh/,,,1,,,,,,,GreatWhite Fiana 18M Solo Plate Switch 20518-WH,199.00,,139.30,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-1m-2m-pvc-conceal-j-box-20901/,,,1,,,,,,,GreatWhite Fiana 1M & 2M PVC Conceal J.Box 20901,50.00,,35.00,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-20a-sp-c-series-mcb-20434/,,,1,,,,,,,Greatwhite Fiana 20A SP ‘C’ Series MCB 20434,315.00,,220.50,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-8m-v-solo-plate-switch-20508-wh/,,,1,,,,,,,GreatWhite Fiana 8M – V Solo Plate Switch 20508-WH,129.00,,90.30,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/great-white-fiana-20a-d-p-power-switch-with-led-20224/,,,1,,,,,,,GreatWhite Fiana 20A D.P. Power Switch With LED 20224,174.00,,121.80,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-1m-solo-plate-switch-20501-wh/,,,1,,,,,,,GreatWhite Fiana 1M Solo Plate Switch 20501-WH,50.00,,35.00,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-bell-indicator-accessori-20143/,,,1,,,,,,,Greatwhite Fiana Bell Indicator Accessori 20143,181.00,,126.70,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-8m-pvc-conceal-junction-box-vertical-20908/,,,1,,,,,,,GreatWhite Fiana 8M PVC Conceal Junction Box (Vertical) 20908,112.00,,78.40,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-8m-9m-pvc-conceal-junction-box-horizontal-20907/,,,1,,,,,,,GreatWhite Fiana 8M & 9M PVC Conceal Junction Box (Horizontal) 20907,112.00,,78.40,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-blanking-off-plate-single-2pc-accessori-20144/,,,1,,,,,,,Greatwhite Fiana Blanking Off Plate Single (2pc) Accessori 20144,46.00,,32.20,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-blanking-off-plate-dura-accessori-20262/,,,1,,,,,,,Greatwhite Fiana Blanking Off Plate Dura Accessori 20262,40.00,,28.00,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-dnd-unit-combination-hotel-and-hospitality-20303/,,,1,,,,,,,Greatwhite Fiana DND Unit Combination Hotel And Hospitality 20303,725.00,,507.50,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-buzzer-dura-accessori-20261/,,,1,,,,,,,Greatwhite Fiana Buzzer Dura Accessori 20261,117.00,,81.90,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-cord-outlet-accessori-20141/,,,1,,,,,,,Greatwhite Fiana Cord Outlet Accessori 20141,81.00,,56.70,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-4m-pvc-conceal-junction-box-20904/,,,1,,,,,,,GreatWhite Fiana 4M PVC Conceal Junction Box 20904,69.00,,48.30,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-6a-2-pin-fr-socket-20231/,,,1,,,,,,,GreatWhite Fiana 6A 2 Pin F/R Socket 20231,84.00,,58.80,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-6a-sp-c-series-mcb-20431/,,,1,,,,,,,Greatwhite Fiana 6A SP ‘C’ Series MCB 20431,315.00,,220.50,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-6a-3-pin-socket-with-isi-20232/,,,1,,,,,,,GreatWhite Fiana 6A 3 Pin Socket With ISI 20232,111.00,,77.70,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-6a-spn-c-series-mcb-20441/,,,1,,,,,,,Greatwhite Fiana 6A SPN ‘C’ Series MCB 20441,675.00,,472.50,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-4m-solo-plate-switch-20504-wh/,,,1,,,,,,,GreatWhite Fiana 4M Solo Plate Switch 20504-WH,69.00,,48.30,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-6a-multi-socket-20234m/,,,1,,,,,,,GreatWhite Fiana 6A Multi Socket 20234M,120.00,,84.00,
,,, Electrical Circuit Breakers/Distribution Boxes Junction Boxes',4,http://buildkar.com/shop/electrical/circuit-breakersdistribution-boxes/junction-boxes/greatwhite-fiana-6m-7m-pvc-conceal-junction-box-20906/,,,1,,,,,,,GreatWhite Fiana 6M & 7M PVC Conceal Junction Box 20906,89.00,,62.30,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-6m-solo-plate-switch-20506-wh/,,,1,,,,,,,GreatWhite Fiana 6M Solo Plate Switch 20506-WH,109.00,,76.30,
,,, Electrical Switch Plates',3,http://buildkar.com/shop/electrical/switch-plates/greatwhite-fiana-8m-h-solo-plate-switch-20507-wh/,,,1,,,,,,,GreatWhite Fiana 8M – H Solo Plate Switch 20507-WH,129.00,,90.30,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-key-tag-only-hotel-and-hospitality-20302/,,,1,,,,,,,Greatwhite Fiana Key Tag Only Hotel And Hospitality 20302,108.00,,75.60,
,,, Electrical Fan regulators and Dimmers',3,http://buildkar.com/shop/electrical/fan-regulators-and-dimmers/greatwhite-fiana-mega-eme-speed-controller-and-dimmer-120280v-20251/,,,1,,,,,,,GreatWhite Fiana Mega EME Speed Controller And Dimmer 120/280V 20251,441.00,,308.70,
,,, Electrical Fan regulators and Dimmers',3,http://buildkar.com/shop/electrical/fan-regulators-and-dimmers/greatwhite-fiana-mini-eme-speed-controller-and-dimmer-120280v-20131/,,,1,,,,,,,GreatWhite Fiana Mini EME Speed Controller And Dimmer 120/280V 20131,312.00,,218.40,
,,, Electrical Sockets',3,http://buildkar.com/shop/electrical/sockets/greatwhite-fiana-rj-11-wo-shutter-2-line-communication-support-20145/,,,1,,,,,,,Greatwhite Fiana RJ – 11 W/O Shutter 2 Line Communication support 20145,114.00,,79.80,
,,, Electrical Switches',3,http://buildkar.com/shop/electrical/switches/greatwhite-fiana-led-down-light-3-module-hotel-and-hospitality-20305/,,,1,,,,,,,Greatwhite Fiana LED Down Light – 3 Module Hotel And Hospitality 20305,298.00,,208.60,
,,, Electrical Fan regulators and Dimmers',3,http://buildkar.com/shop/electrical/fan-regulators-and-dimmers/greatwhite-fiana-mega-speed-controller-and-dimmer-650w240v-20252/,,,1,,,,,,,"GreatWhite Fiana Mega Speed Controller And Dimmer 650W,240V 20252",411.00,,287.70,
